epoch	loss	acc	val_loss	val_acc
89	0.6695369178285966	0.7469692235955825	0.7715249975522359	0.7112654288609822
90	0.6690158454271463	0.7470137390952843	0.7712050239245097	0.7106738805770874
91	0.6685718185244462	0.7471905677364423	0.7697971582412719	0.7113811731338501
92	0.668091207742691	0.7473284407303884	0.7696408112843831	0.7113425890604655
93	0.6676540336547754	0.7474799207769908	0.7703997611999511	0.7106095631917317
94	0.6672179122001697	0.7476035730961041	0.769424585501353	0.7115483562151591
95	0.6668049418009244	0.7477216640344033	0.7697746555010477	0.7110082268714905
96	0.6663223480184873	0.7478651026120553	0.7689608613650004	0.7116769512494405
97	0.665834621550181	0.7480604770856026	0.7702430566151937	0.7118955691655476
98	0.6653809969623884	0.7481890769723134	0.7705082813898723	0.7118955651919047
99	0.664979932590937	0.7483393185031719	0.7704944650332133	0.7115612109502156
